Менші підрозділи,Unnamed: 1,"Роти, батареї","Батальйони, дивізіони",Unnamed: 4,unit_ru,unit_en,unit,uhit_short,division_ru,division_en,division,army_ru,army_en,army,district,main,mil_part,city,region,ru_s,ru_f,crimes,location,ua_f,ua_s,sourse
ffff,ffff,ffff,ffff,ffff,"44-й гвардейский самоходный артиллерийский черновицко-гнезненский краснознамённый, орденов суворова и богдана хмельницкого полк",44th-Guards-Self-Professional-Artillery-Regiment,44-й самоходно артилерійський полк,ffff,20-я гвардейская мотострелковая Прикарпатско-Берлинская Краснознамённая ордена Суворова дивизия,20th-Guards-Motorized-Division,20-та  мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,Невідомо,м. Волгоград,Волгоградська область,48.63621195,44.433406783333496,,,,,
ffff,ffff,ffff,ffff,ffff,"358-й гвардейский зенитный ракетный прикарпатско-гнезненский орденов кутузова, богдана хмельницкого и красного знамени полк",358th-Guards-anti-aircraft-missile-regiment,358-й зенітний ракетний полк,ffff,20-я гвардейская мотострелковая Прикарпатско-Берлинская Краснознамённая ордена Суворова дивизия,20th-Guards-Motorized-Division,20-та  мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 26006,м. Волгоград,Волгоградська область,48.63621195,44.433406783333496,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 150-ї мотострілецької дивізії,Management-of-the-150th-Motorial-Division,Управління 150-ї мотострілецької дивізії,ffff,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 22179,м. Новочеркаськ,Ростовська область,47.40100765,40.26237112962925,Yes,Україна,30.530483275708935,50.43818733707304,
ffff,ffff,ffff,ffff,ffff,"68-й гвардейский танковый житомирско-берлинский краснознамённый орденов суворова, кутузова, богдана хмельницкого и александра невского полк",68th-Guards-Tank-Regiment,68-й танковий полк,ffff,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 91714,смт. Персианівський,Ростовська область,47.513721,40.107475,Yes,Україна,30.530483275709,50.43818733707369,
ffff,ffff,ffff,ffff,ffff,163-й гвардейский танковый нежинский ордена красной звезды полк,163th-Guards-Tank-Regiment,163-й танковий полк,ffff,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 84839,смт. Персианівський,Ростовська область,47.513721,40.107475,Yes,Донецька область,37.49175877417287,47.596116879617774,
ffff,ffff,ffff,управление,ffff,"102-й мотострелковый слонимско-померанский краснознамённый, орденов суворова и кутузова полк",102th-Motorized-Rifle-Regiment,102-й мотострілецький полк,102 мсп,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 91706,смт. Персианівський,Ростовська область,47.513721,40.107475,Yes,Попасна,38.37642612862411,48.630322321951006,
ffff,ffff,ffff,ffff,ffff,103-й мотострелковый краснознамённый полк,The-103rd-Motorized-Rifle-Regiment,103-й мотострілецький полк,103 мсп,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 91708,м. Ростов-на-Дону,Ростовська область,47.24457824722043,39.70761675676691,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,381-й гвардейский артиллерийский полк,381th-Guards-Artillery-Regiment,381-й артилерійський полк,381 гв ап,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 24390,х. Кузьмінка,Ростовська область,47.436052457880194,39.260131605964695,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,"933-й зенитный ракетный верхнеднепровский краснознамённый, ордена александра невского полк",933th-anti-aircraft-missile-regiment,933-й зенітний ракетний полк,933 зрп,150-я мотострелковая Идрицко-Берлинская ордена Кутузова дивизия,150th-Motorized-Division,150-та мотострілецька дивізія,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 15269,м. Міллєрово,Ростовська область,48.93236205,40.37486617228973,Yes,Україна,30.530483275709035,50.43818733707401,
ffff,ffff,ffff,ffff,ffff,38-я артиллерийская бригада,38-artillery-brigade,38-ма артилерійська бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,Невідомо,м. Кореновськ,Краснодарський край,45.4359571,39.5026944,,,,,
ffff,ffff,ffff,ffff,ffff,47-я ракетная бригада,47-missile-brigade,47-ма ракетна бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 33166,с. Дядковська,Краснодарський край,45.549147,39.1894379,,,,,
ffff,ffff,ffff,ffff,ffff,33-й гвардейский инженерно-сапёрный полк,33rd-Guards-Engineering-Saturer-Regiment,33-й інженерно-саперинйи полк,ffff,ffff,Army-subordination,Армійського підпорядкування,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,Невідомо,м. Волгоград,Волгоградська область,48.63621195,44.433406783333496,,,,,
ffff,ffff,ffff,ffff,ffff,39-й полк рхб защиты,39th-Regiment-of-RCB-Protection,39-й полк РХБ захисту,ffff,ffff,Army-subordination,Армійського підпорядкування,8-я гвардейская общевойсковая ордена Ленина армия,8th-Guards-Army-Army,8-ма гвардійська загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 16390,смт. Октябрський,Волгоградська область,47.4155745,45.552443,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 49-ї загальновійськової армії,Management-of-the-49th-General-Army,Управління 49-ї загальновійськової армії,ffff,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 35181,м. Ставрополь,Ставропольський край,44.064022,41.5937788,Yes,Херсонська область,32.62403809698205,46.64378532921129,
ffff,ffff,ffff,управление,ffff,205-я отдельная мотострелковая казачья бригада,205th-Separate-Motorized-Rifle-Brigade,205-та мотострілецька бригада,205 омсбр,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 74814,м. Будьоновськ,Ставропольський край,44.780533,44.163357,Yes,Херсонська область,32.62403809698205,46.64378532921129,
ffff,ffff,ffff,управление бригады,ffff,34-я отдельная мотострелковая бригада (горная),34th-Separate-Motorized-Rifle-Brigade,34-та мотострілецька бригада,34 омсбр(г),ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 01485,смт. Сторожева-2,Республіка Карачаєво-Черкесія,41.38965240961732,43.81451530741901,Yes,Херсонська область,33.11648140772314,46.89178626731123,
ffff,ffff,ffff,ffff,ffff,"7-я краснодарская краснознамённая орденов жукова, кутузова и красной звезды военная база",7-military-base,7-ма військова база,7 вб,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 09332,м. Гадаута,Республіка Абхазія,40.627361744816206,43.10263581388877,Yes,Україна,30.530483275709003,50.43818733707371,https://t.me/informnapalm/7688
ffff,ffff,ffff,ffff,ffff,"227-я артиллерийская таллинская краснознамённая, ордена суворова бригада",227-artillery-brigade,227-ма артилерійська бригада,227 абр,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 13714,м. Майкоп,Республіка Адигея,44.6309318,40.0436747,Yes,Херсонська область,32.62403809698205,46.64378532921129,
ffff,ffff,ffff,ffff,ffff,1-я гвардейская ракетная оршанская орденов суворова и кутузова бригада,1st-Guards-missile-brigade,1-ша ракетна бригада,1 гв рбр,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 31853,м. Гарячий Ключ,Краснодарський край,44.6342653,39.1363613,,,,,
ffff,ffff,ffff,штаб,ffff,90-та зенітна ракетна бригада,90th-anti-aircraft-missile-brigade,90-та зенітна ракетна бригада,90 ЗРБр,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 54821,с. Яблонівська,Краснодарський край,44.98619397250435,38.92754438603735,,,,,
ffff,ffff,ffff,ffff,ffff,"66-я одесская краснознамённая, ордена александра невского бригада управления",66th-Management-Brigade,66-та бригада управління,66 бру,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 41600,м. Ставрополь,Ставропольський край,44.064022,41.5937788,,,,,
ffff,ffff,ffff,ffff,ffff,32-й инженерно-сапёрный полк,32nd-engineering-sampling-regiment,32-й інженерно-сапериний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 23094,смт. Афіпський,Краснодарський край,44.89776924786821,38.83676250466248,,,,,
ffff,ffff,ffff,ffff,ffff,17-й полк рхб защиты,17th-Regiment-of-RCB-protection,17-й полк РХБ захисту,ffff,ffff,Army-subordination,Армійського підпорядкування,49-я общевойсковая армия,49th-Army-Army,49-та загальновійськова армія,Південний військовий округ,Армія РФ,Невідомо,м. Красноярськ,Красноярський край,56.03227797178588,92.9035289089438,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 58-ї армії,Management-of-the-58th-Army,Управління 58-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 47084,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,Yes,Херсонська область,32.62403809698205,46.64378532921129,
ffff,ffff,ffff,ffff,ffff,ffff,Management-of-the-19th-Motorial-Division,Управління 19-ї мотострілецької дивізії,ffff,"19-я мотострелковая Воронежско-Шумлинская Краснознамённая, орденов Суворова и Трудового Красного Знамени дивизия",The-19th-Motorized-Rifle-Division,19-та мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 20634,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,Yes,Запорізька область,35.4140740880795,46.85354132819093,
ffff,ffff,ffff,ffff,ffff,429-й мотострелковый орденов Кутузова и Богдана Хмельницкого полк имени Кубанского казачества,429th-Motorized-Rifle-Regiment,429-й мотострілецький полк,429 мсп,"19-я мотострелковая Воронежско-Шумлинская Краснознамённая, орденов Суворова и Трудового Красного Знамени дивизия",The-19th-Motorized-Rifle-Division,19-та мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 64201,м. Моздюк,Республіка Північна Осетія-Аланія,43.735584,44.653614,Yes,Донецька область,37.81035333401936,47.99737482710573,https://t.me/informnapalm/7852
ffff,ffff,ffff,ffff,ffff,"503-й гвардейский мотострелковый Фастовский ордена Ленина, Краснознамённый, орденов Суворова и Богдана Хмельницкого по",503th-Guards-Motorized-Rifle-Regiment,503-й мотострілецький полк,503 гв мсп,"19-я мотострелковая Воронежско-Шумлинская Краснознамённая, орденов Суворова и Трудового Красного Знамени дивизия",The-19th-Motorized-Rifle-Division,19-та мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 75394,с. Троіцька,Республіка Інгушетія,44.98925694299093,43.30808087285735,Yes,Запорізька область,36.22836040279335,47.47834292408125,https://t.me/rf200_nooow/1438
ffff,ffff,ffff,ffff,ffff,Управління 42-ї дивізії,Management-of-the-42nd-Division,Управління 42-ї дивізії,ffff,42-я гвардейская мотострелковая Евпаторийская Краснознамённая дивизия,42nd-Guards-Motorized-Division,42-га  мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 27777,м. Грозний,Республіка Чечня,43.3413267,45.6662122,Yes,Донецька область,37.81035333401936,47.99737482710573,
ffff,ffff,ffff,ffff,ffff,70-й гвардейский мотострелковый полк,70th-Guards-Motorized-Rifle-Regiment,70-й мотострілецький полк,70 гв мсп,42-я гвардейская мотострелковая Евпаторийская Краснознамённая дивизия,42nd-Guards-Motorized-Division,42-га  мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 71718,м. Шалі,Республіка Чечня,43.14540157553396,45.90310987150154,Yes,Донецька область,37.81035333401936,47.99737482710573,https://t.me/informnapalm/7852
ffff,ffff,ffff,ffff,ffff,"71-й гвардейский мотострелковый краснознамённый, ордена кутузова полк",71th-Guards-Motorized-Rifle-Regiment,71-й мотострілецький полк,71 гв мсп,42-я гвардейская мотострелковая Евпаторийская Краснознамённая дивизия,42nd-Guards-Motorized-Division,42-га  мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 16544,м. Грозний,Республіка Чечня,43.3413267,45.6662122,Yes,Донецька область,37.475427274187766,47.59457657356702,
ffff,ffff,ffff,ffff,ffff,291-й гвардейский мотострелковый орденов александра невского и суворова полк,291th-Guards-Motorized-Rifle-Regiment,291-й мотострілецький полк,291 гвмсп,42-я гвардейская мотострелковая Евпаторийская Краснознамённая дивизия,42nd-Guards-Motorized-Division,42-га  мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 65384,смт. Борзой,Республіка Чечня,42.80349,45.620876,Yes,Запорізька область,36.26795997782764,47.47540232258996,
ffff,ffff,ffff,ffff,ffff,50-й гвардейский самоходный артиллерийский полк,50th-Guards-Self-Propelled-Artillery-Regiment,50-й самохідний артилерійський полк,50 гв сап,42-я гвардейская мотострелковая Евпаторийская Краснознамённая дивизия,42nd-Guards-Motorized-Division,42-га  мотострілецька дивізія,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 53185,м. Шалі,Республіка Чечня,43.14540157553396,45.90310987150154,Yes,Україна,30.530483275708985,50.43818733707354,
ffff,ffff,ffff,управление,ffff,"136-я отдельная гвардейская мотострелковая уманско-берлинская краснознамённая, орденов суворова, кутузова и богдана хмельницкого бригада",136th-Separate-Guards-Motorized-Rifle-Brigade,136-та  мотострілецька бригада,136 гв омсбр,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 63354,м. Бунайськ,Республіка Дагестан,42.8068713,47.1333896,Yes,Донецька область,37.48241609056366,47.59299032108003,
ffff,ffff,ffff,управление,ffff,4-я гвардейская военная база,4th-Guards-Military-Base,4-та військова база,4 гв вб,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 66431,м. Цхінвал,Окупована Південна Осетія (Грузія),43.969203988179785,42.22339020024101,,,,,
ffff,ffff,ffff,ffff,ffff,12-я ракетная бригада,12th-rocket-brigade,12-та ракетна бригада,12 рбр,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 25788,м. Моздюк,Республіка Північна Осетія-Аланія,43.735584,44.653614,,,,,
ffff,ffff,ffff,ffff,ffff,291-я артиллерийская ордена суворова бригада,291-sh-Artelerian-brigade,291-ша артелерійська бригада,291 абр,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 64670,с. Троіцька,Республіка Інгушетія,44.98925694299093,43.30808087285735,Yes,Україна,30.53048327570896,50.43818733707328,https://t.me/informnapalm/7858
ffff,ffff,ffff,ffff,ffff,67-я зенитная ракетная бригада,67th-anti-aircraft-missile-brigade,67-ма зенітна ракетна бригада,67 зрбр,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 32383,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,,,,,
ffff,ffff,ffff,ffff,ffff,34-я бригада управления,34th-Management-Brigade,34-та бригада управління,ffff,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 29202,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,Yes,Україна,30.530483275708967,50.43818733707334,
ffff,ffff,ffff,"1-й батальон рхб защиты (1-я рота рхб разведки, 1-я рота специальной обработки, 2-я рота специальной обработки, взвод обеспечения батальона)",ffff,40-й полк рхб защиты,40th-Regiment-of-RCB-protection,40-й полк РХБ захисту,40 прхбз,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 16383,с. Троіцька,Республіка Інгушетія,44.98925694299093,43.30808087285735,,,,,
ffff,ffff,ffff,"инженерно-сапёрный батальон (инженерно-сапёрная рота, инженерно-штурмовая, рота заграждения, взвод минно-розыскных собак),",ffff,31-й инженерно-сапёрный полк,31st-engineering-sapl,31-й інженерно-саперний полк,31 исп,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 31777,м. Прохладний,Республіка Кабардино-Балкарія,43.76081585,43.98442872111461,,,,,
ffff,ffff,ffff,ffff,ffff,74-й отдельный радиотехнический полк осназ,74th-Separate-Radiotechnical-Regiment-of-Special-Purpose,74-й радіотехнічний полк особливого призначення,ffff,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 68889,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,,,,,
ffff,ffff,ffff,ffff,ffff,1020-й командный разведывательный центр,1020th-command-reconnaissance-center,1020-й команднйи розвідувальний центр,ffff,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,в/ч 30656,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,,,,,
ffff,ffff,ffff,ffff,ffff,1138-й командный пункт пво,1138th-command,1138-й команднйи пункт ПВО,ffff,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,Невідомо,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,,,,,
ffff,ffff,ffff,ffff,ffff,н-я топографическая часть,N-on-topographic-part,N-на топографічна частина,ffff,ffff,Army-subordination,Армійського підпорядкування,58-я общевойсковая армия,58th-Army-Army,58-ма загальновійськова армія,Південний військовий округ,Армія РФ,Невідомо,м. Владикавказ,Республіка Північна Осетія-Аланія,43.024593,44.68211,,,,,
ffff,ffff,ffff,ffff,ffff,102-я ордена александра невского российская военная база,102th-Military-Base,102-га військова база,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 04436,м. Гюмрі,Вірменія,43.851054106622826,40.79121894122985,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 7-ї десантно-штурмової дивізії,Management-of-the-7th-Airborne-Assault-Division,Управління 7-ї десантно-штурмової дивізії,ffff,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 61756,м. Новоросійськ,Краснодарський край,44.73042783508038,37.76821949859979,Yes,Херсонська область,32.69246401800569,46.71441561840327,
ffff,ffff,ffff,управление,ffff,56-й гвардейский десантно-штурмовой ордена отечественной войны донской казачий полк,56th-Guards-Airborne-Outstone-Regiment,56-й десантно-штурмовий полк,56 гв дшп,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Воздушно-десантные войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,Невідомо,м. Феодосія,Окупований Крим (Україна),45.04456620869406,35.37329841521757,Yes,Україна,30.530483275708992,50.4381873370736,
ffff,ffff,ffff,управление,ffff,108-й гвардейский десантно-штурмовой кубанский казачий ордена красной звезды полк,108th-Guards-Airborne-Outstone-Regiment,108-й десантно-штурмовий полк,108 гв дшп,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Воздушно-десантные войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 42091,м. Новоросійськ,Краснодарський край,44.73042783508038,37.76821949859979,,,,,
ffff,ffff,ffff,ffff,ffff,247-й гвардейский десантно-штурмовой кавказский казачий полк,247th-Guards-Airborne-Outstone-Regiment,247-й десантно-штурмовий полк,247 гв дшп,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Воздушно-десантные войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 54801,м. Ставрополь,Ставропольський край,44.064022,41.5937788,Yes,Україна,30.530483275709017,50.43818733707385,
ffff,ffff,ffff,ffff,ffff,1141-й артилерійський полк,1141th-Artillery-Regiment,1141-й артилерійський полк,1141 АП,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Воздушно-десантные войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 40515,м. Анапа,Краснодарський край,44.8925798,37.3057951,,,,,
ffff,ffff,ffff,ffff,ffff,3-й гвардейский зенитно ракетный полк,3rd-Guards-Anti-Student-Regiment,3-й зенітно-ракетний полк,ffff,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Воздушно-десантные войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 94021,м. Новоросійськ,Краснодарський край,44.73042783508038,37.76821949859979,,,,,
ffff,ffff,ffff,ffff,ffff,97-й десантно-штурмовий полк,97th-landing-regiment,97-й десантно-штурмовий полк,97 дшп,"7-я гвардейская десантно-штурмовая Краснознамённая, орденов Суворова и Кутузова дивизия (горная)",7th-landing-division,7-ма десантно-штурмова дивізія,Воздушно-десантные войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,Невідомо,с. Калинівка,Окупований Крим (Україна),45.48685386888193,32.68376985324826,,,,,
ffff,ffff,ffff,ffff,ffff,10-я отдельная ордена жукова бригада специального назначения,10th-Special-Purpose-Brigade,10-та бригада спеціального призначення,ffff,ffff,Army-subordination,Армійського підпорядкування,Разведывательные соединения и воинские части,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 51532,х. Молькіно,Краснодарський край,44.797981650372094,39.22699351591135,Yes,Херсонська область,32.90797838191929,46.80638095624696,https://t.me/rf200_nooow/442
ffff,ffff,ffff,управление,ffff,22-я отдельная гвардейская бригада специального назначения,22th-separate-Guards-Brigade-of-Special-Purpose,22-га  бригада спеціального призначення,22 огвбрспн,ffff,Army-subordination,Армійського підпорядкування,Разведывательные соединения и воинские части,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 11659,смт. Стєпной,Ростовська область,47.34713680064815,39.877358638310135,Yes,Маріуполь,37.560739481434666,47.10173628088633,
ffff,ffff,ffff,управление бригады,ffff,810-я отдельная гвардейская ордена жукова бригада морской пехоты имени 60-летия образования ссср,810-Security-Guards-Brigade-of-Marines,810- бригада морської піхоти,810 гв обрмп,ffff,Army-subordination,Армійського підпорядкування,Береговые войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,в/ч 13140,м. Севастополь,Окупований Крим (Україна),44.54602604401157,33.65552946038787,Yes,Маріуполь,37.560739481434666,47.10173628088633,
ffff,ffff,ffff,ffff,ffff,177-й полк морской пехоты,177th-Regiment-of-Marines,177-й полк морської піхоти,177 пмп,ffff,Army-subordination,Армійського підпорядкування,Береговые войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,Невідомо,м. Каспійськ,Республіка Дагестан,42.879230027476936,47.64135511206055,Yes,Запорізька область,36.24701554039077,47.475296021884105,
ffff,ffff,ffff,ffff,ffff,11-я отдельная береговая ракетно-артиллерийская бригада,11th-separate-rocket-artillery-brigade,11-та ракетно-артилерійська бригада,11 орабр,ffff,Army-subordination,Армійського підпорядкування,Береговые войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,Невідомо,смт. Уташ,Краснодарський край,45.09259666119862,37.31590208020596,,,,,
ffff,ffff,ffff,ffff,ffff,15-я отдельная береговая ракетная бригада,15th-Separate-Coast-Missile-Brigade,15-та берегова ракетна бригада,15 обрбр,ffff,Army-subordination,Армійського підпорядкування,Береговые войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,Невідомо,м. Севастополь,Окупований Крим (Україна),44.54602604401157,33.65552946038787,,,,,
ffff,ffff,ffff,ffff,ffff,133-я бригада мто,133-day-MTO-brigade,133-тя бригада МТО,133 брмто,ffff,Army-subordination,Армійського підпорядкування,Береговые войска,District-subordination,Окружного підпорядкування,Південний військовий округ,Армія РФ,Невідомо,м. Бахчисарай,Окупований Крим (Україна),44.753578393149766,33.8617563201344,,,,,
